"","location","type.name","player.name","shot.outcome.name"
"854","117, 48","Shot","Hörður Björgvin Magnússon","Wayward"
"855","113, 39","Shot","Sverrir Ingi Ingason","Saved"
"856","113, 42","Shot","Sverrir Ingi Ingason","Post"
"857","101, 61","Shot","Johann Berg Guðmunds­son","Blocked"
"858","108, 60","Shot","Gylfi Þór Sigurðsson","Off T"
"859","91, 34","Shot","Andrej Kramarić","Blocked"
"860","112, 33","Shot","Birkir Bjarnason","Off T"
"861","100, 19","Shot","Josip Pivarić","Off T"
"862","109, 41","Shot","Gylfi Þór Sigurðsson","Goal"
"863","98, 60","Shot","Johann Berg Guðmunds­son","Saved"
"864","95, 55","Shot","Ivan Perišić","Off T"
"865","104, 16","Shot","Ivan Rakitić","Off T"
"866","104, 33","Shot","Andrej Kramarić","Off T"
"867","111, 28","Shot","Ivan Perišić","Goal"
"868","101, 41","Shot","Ivan Rakitić","Off T"
"869","114, 38","Shot","Aron Einar Gunnarsson","Blocked"
"870","97, 53","Shot","Mile Jedinak","Off T"
"871","95, 46","Shot","Tom Rogić","Blocked"
"872","104, 53","Shot","André Martín Carrillo Díaz","Goal"
"873","112, 42","Shot","Mathew Leckie","Wayward"
"874","109, 37","Shot","José Paolo Guerrero González","Saved"
"875","105, 40","Shot","Tom Rogić","Saved"
"876","83, 33","Shot","Víctor Yoshimar Yotún Flores","Off T"
"877","116, 43","Shot","Trent Sainsbury","Off T"
"878","115, 34","Shot","Trent Sainsbury","Off T"
"879","111, 36","Shot","José Paolo Guerrero González","Goal"
"880","113, 50","Shot","Mile Jedinak","Saved"
"881","96, 61","Shot","Aaron Mooy","Blocked"
"882","113, 52","Shot","Trent Sainsbury","Wayward"
"883","116, 39","Shot","Mile Jedinak","Wayward"
"884","111, 51","Shot","Tim Cahill","Wayward"
"885","107, 32","Shot","Aziz Eraltay Behich","Off T"
"886","110, 35","Shot","Tim Cahill","Blocked"
"887","112, 50","Shot","Mathew Leckie","Blocked"
"888","96, 31","Shot","Daniel Arzani","Off T"
"889","93, 36","Shot","Mile Jedinak","Off T"
"890","106, 28","Shot","Olivier Giroud","Saved"
"891","112, 42","Shot","Raphaël Varane","Off T"
"892","99, 60","Shot","Ousmane Dembélé","Off T"
"893","101, 60","Shot","Antoine Griezmann","Saved"
"894","96, 59","Shot","Ousmane Dembélé","Off T"
"895","95, 51","Shot","Christian Dannemann Eriksen","Blocked"
"896","92, 53","Shot","Antoine Griezmann","Saved"
"897","81, 44","Shot","Christian Dannemann Eriksen","Saved"
"898","92, 40","Shot","Thomas Lemar","Blocked"
"899","101, 37","Shot","Christian Dannemann Eriksen","Off T"
"900","91, 33","Shot","Viktor Fischer","Blocked"
"901","104, 66","Shot","Henrik Dalsgaard","Blocked"
"902","101, 19","Shot","Nabil Fekir","Off T"
"903","108, 33","Shot","Olivier Giroud","Off T"
"904","102, 54","Shot","Olivier Giroud","Off T"
"905","96, 49","Shot","Nabil Fekir","Saved"
"906","98, 38","Shot","Oghenekaro Etebo","Blocked"
"907","105, 28","Shot","Nicolás Alejandro Tagliafico","Off T"
"908","97, 24","Shot","Ahmed Musa","Off T"
"909","112, 50","Shot","Lionel Andrés Messi Cuccittini","Goal"
"910","112, 52","Shot","Gonzalo Gerardo Higuaín","Saved"
"911","100, 29","Shot","Lionel Andrés Messi Cuccittini","Post"
"912","111, 26","Shot","Ángel Fabián Di María Hernández","Blocked"
"913","93, 49","Shot","Oghenekaro Etebo","Wayward"
"914","103, 48","Shot","Leon-Aderemi Balogun","Saved"
"915","109, 41","Shot","Victor Moses","Goal"
"916","93, 40","Shot","Onyinye Wilfred Ndidi","Off T"
"917","108, 47","Shot","Odion Jude Ighalo","Off T"
"918","105, 23","Shot","Nicolás Alejandro Tagliafico","Wayward"
"919","108, 36","Shot","Gonzalo Gerardo Higuaín","Off T"
"920","116, 29","Shot","Odion Jude Ighalo","Saved"
"921","94, 53","Shot","Oghenekaro Etebo","Off T"
"922","107, 37","Shot","Faustino Marcos Alberto Rojo","Goal"
"923","104, 37","Shot","Philippe Coutinho Correia","Blocked"
"924","114, 28","Shot","Gabriel Fernando de Jesus","Saved"
"925","96, 46","Shot","Filip Kostić","Blocked"
"926","108, 43","Shot","Aleksandar Mitrović","Wayward"
"927","117, 30","Shot","Neymar da Silva Santos Junior","Saved"
"928","114, 29","Shot","Gabriel Fernando de Jesus","Blocked"
"929","110, 42","Shot","Aleksandar Mitrović","Off T"
"930","106, 39","Shot","José Paulo Bezzera Maciel Júnior","Goal"
"931","95, 45","Shot","Dušan Tadić","Off T"
"932","101, 18","Shot","Neymar da Silva Santos Junior","Off T"
"933","96, 50","Shot","Sergej Milinković-Savić","Blocked"
"934","111, 28","Shot","Neymar da Silva Santos Junior","Saved"
"935","112, 41","Shot","Aleksandar Mitrović","Blocked"
"936","104, 28","Shot","Sergej Milinković-Savić","Off T"
"937","113, 37","Shot","Aleksandar Mitrović","Saved"
"938","116, 36","Shot","Thiago Emiliano da Silva","Goal"
"939","101, 43","Shot","Philippe Coutinho Correia","Blocked"
"940","95, 40","Shot","Filipe Luis Kasmirski","Saved"
"941","104, 30","Shot","Neymar da Silva Santos Junior","Blocked"
"942","80, 43","Shot","Carlos Henrique Casimiro","Off T"
"943","109, 40","Shot","Nemanja Matić","Off T"
"944","106, 43","Shot","Neymar da Silva Santos Junior","Off T"
"945","106, 43","Shot","Aleksandar Mitrović","Blocked"
"946","108, 30","Shot","Neymar da Silva Santos Junior","Blocked"
"947","99, 59","Shot","Andrija Živković","Off T"
"948","114, 52","Shot","Neymar da Silva Santos Junior","Saved"
"949","114, 17","Shot","Emil Forsberg","Saved"
"950","92, 58","Shot","Miguel Arturo Layún Prado","Off T"
"951","112, 36","Shot","Andreas Granqvist","Wayward"
"952","116, 36","Shot","Marcus Berg","Off T"
"953","96, 56","Shot","Emil Forsberg","Off T"
"954","104, 46","Shot","Carlos Alberto Vela Garrido","Off T"
"955","110, 38","Shot","Emil Forsberg","Off T"
"956","99, 63","Shot","Carlos Alberto Vela Garrido","Blocked"
"957","116, 40","Shot","José Andrés Guardado Hernández","Wayward"
"958","117, 22","Shot","Héctor Miguel Herrera López","Blocked"
"959","93, 34","Shot","José Andrés Guardado Hernández","Off T"
"960","101, 34","Shot","Emil Forsberg","Blocked"
"961","115, 42","Shot","Marcus Berg","Saved"
"962","105, 30","Shot","Emil Forsberg","Off T"
"963","99, 28","Shot","Hirving Rodrigo Lozano Bahena","Blocked"
"964","106, 54","Shot","Carlos Alberto Vela Garrido","Off T"
"965","104, 28","Shot","Carlos Joel Salcedo Hernández","Blocked"
"966","105, 61","Shot","Miguel Arturo Layún Prado","Saved"
"967","109, 28","Shot","Marcus Berg","Off T"
"968","109, 41","Shot","Viktor Claesson","Wayward"
"969","116, 32","Shot","Ludwig Augustinsson","Goal"
"970","103, 36","Shot","Emil Forsberg","Off T"
"971","115, 19","Shot","José Andrés Guardado Hernández","Off T"
"972","106, 25","Shot","Ludwig Augustinsson","Off T"
"973","108, 29","Shot","Marcus Berg","Saved"
"974","109, 41","Shot","Andreas Granqvist","Goal"
"975","80, 54","Shot","Carlos Joel Salcedo Hernández","Blocked"
"976","90, 48","Shot","Marco Jhonfai Fabián De La Mora","Blocked"
"977","111, 31","Shot","Carlos Joel Salcedo Hernández","Off T"
"978","106, 40","Shot","Javier Hernández Balcázar","Off T"
"979","111, 42","Shot","Héctor Alfredo Moreno Herrera","Blocked"
"980","96, 54","Shot","Carlos Alberto Vela Garrido","Blocked"
"981","116, 29","Shot","Javier Hernández Balcázar","Blocked"
"982","117, 42","Shot","Carlos Alberto Vela Garrido","Off T"
"983","98, 51","Shot","Hirving Rodrigo Lozano Bahena","Off T"
"984","91, 48","Shot","Héctor Miguel Herrera López","Saved"
"985","102, 21","Shot","Hirving Rodrigo Lozano Bahena","Saved"
"986","113, 22","Shot","Marco Reus","Off T"
"987","111, 42","Shot","Sami Khedira","Saved"
"988","87, 49","Shot","Woo-Young Jung","Saved"
"989","91, 50","Shot","Yong Lee","Off T"
"990","108, 51","Shot","Heung-Min Son","Off T"
"991","97, 42","Shot","Marco Reus","Blocked"
"992","108, 51","Shot","Timo Werner","Blocked"
"993","112, 43","Shot","Leon Goretzka","Wayward"
"994","116, 37","Shot","Mats Hummels","Saved"
"995","105, 60","Shot","Mesut Özil","Blocked"
"996","99, 53","Shot","Heung-Min Son","Off T"
"997","89, 38","Shot","Woo-Young Jung","Saved"
"998","111, 39","Shot","Leon Goretzka","Saved"
"999","85, 38","Shot","Toni Kroos","Off T"
"1000","108, 37","Shot","Timo Werner","Off T"
"1001","119, 31","Shot","Heung-Min Son","Off T"
"1002","103, 56","Shot","Joshua Kimmich","Blocked"
"1003","94, 52","Shot","Sami Khedira","Blocked"
"1004","104, 31","Shot","Toni Kroos","Blocked"
"1005","96, 42","Shot","Heung-Min Son","Off T"
"1006","112, 28","Shot","Timo Werner","Off T"
"1007","113, 39","Shot","Mario Gómez García","Saved"
"1008","94, 39","Shot","Toni Kroos","Off T"
"1009","115, 43","Shot","Mario Gómez García","Blocked"
"1010","102, 29","Shot","Heung-Min Son","Off T"
"1011","112, 44","Shot","Thomas Müller","Off T"
"1012","97, 54","Shot","Marco Reus","Off T"
"1013","109, 29","Shot","Julian Brandt","Blocked"
"1014","95, 33","Shot","Toni Kroos","Off T"
"1015","112, 39","Shot","Mats Hummels","Off T"
"1016","98, 41","Shot","Toni Kroos","Saved"
"1017","86, 39","Shot","Woo-Young Jung","Saved"
"1018","98, 42","Shot","Jae-Sung Lee","Blocked"
"1019","115, 42","Shot","Young-Gwon Kim","Goal"
"1020","108, 36","Shot","Thomas Müller","Wayward"
"1021","115, 47","Shot","Mats Hummels","Off T"
"1022","116, 32","Shot","Heung-Min Son","Goal"
"1023","99, 35","Shot","Thomas Müller","Blocked"
"1024","102, 49","Shot","Julian Brandt","Saved"
"1025","106, 35","Shot","Mats Hummels","Blocked"
"1026","113, 39","Shot","Mats Hummels","Off T"
"1027","111, 49","Shot","Mario Gavranović","Blocked"
"1028","99, 54","Shot","Joel Nathaniel Campbell Samuels","Saved"
"1029","111, 40","Shot","Celso Borges Mora","Saved"
"1030","98, 50","Shot","Cristian Gamboa Luna","Saved"
"1031","98, 31","Shot","Daniel Colindres Solera","Off T"
"1032","103, 18","Shot","Daniel Colindres Solera","Post"
"1033","97, 37","Shot","Mario Gavranović","Off T"
"1034","104, 18","Shot","Bryan Oviedo","Saved"
"1035","109, 29","Shot","Daniel Colindres Solera","Blocked"
"1036","113, 43","Shot","Blerim Džemaili","Goal"
"1037","105, 42","Shot","Blerim Džemaili","Blocked"
"1038","91, 51","Shot","Stephan Lichtsteiner","Blocked"
"1039","116, 51","Shot","Blerim Džemaili","Wayward"
"1040","87, 40","Shot","Valon Behrami","Wayward"
"1041","108, 36","Shot","Joel Nathaniel Campbell Samuels","Off T"
"1042","91, 21","Shot","Ricardo Iván Rodríguez Araya","Off T"
"1043","111, 39","Shot","Breel-Donald Embolo","Wayward"
"1044","119, 53","Shot","Breel-Donald Embolo","Saved"
"1045","97, 28","Shot","David Alberto Guzmán Pérez","Blocked"
"1046","109, 29","Shot","Bryan Oviedo","Off T"
"1047","115, 42","Shot","Kendall Jamaal Waston Manley","Goal"
"1048","87, 31","Shot","Celso Borges Mora","Off T"
"1049","96, 32","Shot","Josip Drmic","Blocked"
"1050","112, 41","Shot","Josip Drmic","Post"
"1051","104, 57","Shot","Celso Borges Mora","Saved"
"1052","106, 34","Shot","Josip Drmic","Goal"
"1053","109, 41","Shot","Bryan Ruiz González","Post"
"1054","101, 40","Shot","Ferjani Sassi","Blocked"
"1055","104, 33","Shot","Naïm Sliti","Wayward"
"1056","78, 22","Shot","Ricardo Guardia Avila","Off T"
"1057","95, 42","Shot","Naïm Sliti","Off T"
"1058","113, 32","Shot","Gabriel Arturo Torres Tejada","Wayward"
"1059","104, 27","Shot","Fakhreddine Ben Youssef","Blocked"
"1060","102, 48","Shot","Naïm Sliti","Saved"
"1061","90, 20","Shot","Luis Carlos Ovalle Victoria","Saved"
"1062","108, 30","Shot","Román Aureliano Torres Morcillo","Blocked"
"1063","94, 34","Shot","José Luis Rodríguez Francis","Blocked"
"1064","116, 38","Shot","Fakhreddine Ben Youssef","Off T"
"1065","109, 54","Shot","Wahbi Khazri","Off T"
"1066","105, 54","Shot","Wahbi Khazri","Blocked"
"1067","109, 54","Shot","Wahbi Khazri","Saved"
"1068","114, 40","Shot","Fakhreddine Ben Youssef","Goal"
"1069","109, 47","Shot","Fakhreddine Ben Youssef","Saved"
"1070","113, 50","Shot","Hamdi Nagguez","Wayward"
"1071","103, 51","Shot","Ghilane Chalali","Wayward"
"1072","104, 56","Shot","Wahbi Khazri","Saved"
"1073","104, 42","Shot","Edgar Yoel Bárcenas Herrera","Saved"
"1074","117, 43","Shot","Wahbi Khazri","Goal"
"1075","108, 31","Shot","José Luis Rodríguez Francis","Saved"
"1076","104, 31","Shot","Aníbal Cesis Godoy","Off T"
"1077","94, 50","Shot","Edgar Yoel Bárcenas Herrera","Saved"
"1078","93, 52","Shot","Youri Tielemans","Saved"
"1079","117, 40","Shot","Michy Batshuayi Tunga","Blocked"
"1080","91, 20","Shot","Marcus Rashford","Blocked"
"1081","112, 42","Shot","Jamie Vardy","Off T"
"1082","109, 55","Shot","Michy Batshuayi Tunga","Blocked"
"1083","107, 33","Shot","Marouane Fellaini-Bakkioui","Blocked"
"1084","91, 49","Shot","Youri Tielemans","Blocked"
"1085","113, 40","Shot","Ruben Loftus-Cheek","Off T"
"1086","90, 41","Shot","Adnan Januzaj","Blocked"
"1087","111, 43","Shot","Anga Dedryck Boyata","Wayward"
"1088","109, 35","Shot","Jamie Vardy","Wayward"
"1089","99, 34","Shot","Thorgan Hazard","Off T"
"1090","108, 27","Shot","Thorgan Hazard","Wayward"
"1091","107, 27","Shot","Marcus Rashford","Off T"
"1092","105, 53","Shot","Adnan Januzaj","Goal"
"1093","93, 42","Shot","Trent Alexander-Arnold","Blocked"
"1094","107, 54","Shot","Adnan Januzaj","Blocked"
"1095","104, 33","Shot","Marcus Rashford","Saved"
"1096","86, 50","Shot","Fabian Delph","Off T"
"1097","99, 33","Shot","Fabian Delph","Blocked"
"1098","92, 55","Shot","Marcus Rashford","Off T"
"1099","106, 31","Shot","Daniel Nii Tackie Mensah Welbeck","Blocked"
"1100","116, 30","Shot","Daniel Nii Tackie Mensah Welbeck","Off T"
"1101","99, 49","Shot","Dries Mertens","Saved"
"1102","110, 26","Shot","Thorgan Hazard","Blocked"
"1103","113, 29","Shot","Marouane Fellaini-Bakkioui","Off T"
"1104","96, 26","Shot","M""Baye Babacar Niang","Off T"
"1105","96, 53","Shot","Juan Fernando Quintero Paniagua","Saved"
"1106","107, 23","Shot","Keita Baldé Diao","Saved"
"1107","104, 59","Shot","Ismaïla Sarr","Saved"
"1108","90, 41","Shot","Salif Sané","Off T"
"1109","95, 51","Shot","Sadio Mané","Off T"
"1110","105, 49","Shot","Luis Fernando Muriel Fruto","Blocked"
"1111","114, 43","Shot","Radamel Falcao García Zárate","Off T"
"1112","114, 47","Shot","Yerry Fernando Mina González","Goal"
"1113","113, 52","Shot","M""Baye Babacar Niang","Saved"
"1114","108, 51","Shot","Ismaïla Sarr","Off T"
"1115","113, 38","Shot","Shinji Okazaki","Off T"
"1116","100, 28","Shot","Yoshinori Muto","Saved"
"1117","98, 32","Shot","Robert Lewandowski","Blocked"
"1118","97, 43","Shot","Gotoku Sakai","Saved"
"1119","93, 38","Shot","Rafał Kurzawa","Blocked"
"1120","108, 39","Shot","Kamil Grosicki","Saved"
"1121","85, 48","Shot","Jacek Góralski","Off T"
"1122","114, 58","Shot","Takashi Usami","Saved"
"1123","104, 50","Shot","Rafał Kurzawa","Off T"
"1124","109, 38","Shot","Tomoaki Makino","Wayward"
"1125","97, 32","Shot","Takashi Usami","Blocked"
"1126","113, 41","Shot","Yoshinori Muto","Wayward"
"1127","118, 34","Shot","Tomoaki Makino","Off T"
"1128","114, 46","Shot","Jan Bednarek","Goal"
"1129","104, 35","Shot","Takashi Usami","Blocked"
"1130","96, 47","Shot","Piotr Zieliński","Blocked"
"1131","106, 35","Shot","Kamil Grosicki","Off T"
"1132","107, 16","Shot","Takashi Inui","Off T"
"1133","113, 39","Shot","Maya Yoshida","Off T"
"1134","109, 43","Shot","Robert Lewandowski","Off T"
"1135","109, 41","Shot","Kamil Glik","Off T"
"1136","110, 40","Shot","Artur Jędrzejczyk","Blocked"
"1137","109, 41","Shot","Cristiano Ronaldo dos Santos Aveiro","Goal"
"1138","106, 38","Shot","David Josué Jiménez Silva","Off T"
"1139","96, 53","Shot","Gonçalo Manuel Ganchinho Guedes","Blocked"
"1140","99, 63","Shot","Cristiano Ronaldo dos Santos Aveiro","Blocked"
"1141","113, 31","Shot","David Josué Jiménez Silva","Blocked"
"1142","105, 45","Shot","Diego da Silva Costa","Goal"
"1143","103, 20","Shot","Francisco Román Alarcón Suárez","Post"
"1144","100, 54","Shot","David Josué Jiménez Silva","Blocked"
"1145","110, 29","Shot","Andrés Iniesta Luján","Off T"
"1146","111, 40","Shot","Sergio Busquets i Burgos","Off T"
"1147","101, 55","Shot","Francisco Román Alarcón Suárez","Saved"
"1148","101, 36","Shot","Cristiano Ronaldo dos Santos Aveiro","Goal"
"1149","87, 35","Shot","Bruno Miguel Borges Fernandes","Off T"
"1150","118, 41","Shot","Diego da Silva Costa","Goal"
"1151","99, 52","Shot","José Ignacio Fernández Iglesias","Goal"
"1152","110, 35","Shot","Diego da Silva Costa","Off T"
"1153","116, 34","Shot","Kléper Laveran Lima Ferreira","Wayward"
"1154","107, 64","Shot","Ricardo Andrade Quaresma Bernardo","Off T"
"1155","100, 48","Shot","Iago Aspas Juncal","Saved"
"1156","96, 44","Shot","Cristiano Ronaldo dos Santos Aveiro","Goal"
"1157","108, 31","Shot","Ricardo Andrade Quaresma Bernardo","Blocked"
"1158","113, 44","Shot","Cristiano Ronaldo dos Santos Aveiro","Off T"
"1159","103, 30","Shot","Amine Harit","Off T"
"1160","115, 52","Shot","Younès Belhanda","Off T"
"1161","102, 42","Shot","Ayoub El Kaabi","Off T"
"1162","111, 27","Shot","Hakim Ziyech","Blocked"
"1163","113, 46","Shot","Younès Belhanda","Blocked"
"1164","110, 44","Shot","Medhi Amine El Mouttaqi Benatia","Saved"
"1165","113, 34","Shot","Sardar Azmoun","Wayward"
"1166","104, 23","Shot","Achraf Hakimi Mouh","Blocked"
"1167","92, 41","Shot","Younès Belhanda","Blocked"
"1168","110, 24","Shot","Amine Harit","Saved"
"1169","114, 53","Shot","Roozbeh Cheshmi","Off T"
"1170","84, 47","Shot","Alireza Jahanbakhsh","Off T"
"1171","98, 52","Shot","Omid Ebrahimi","Blocked"
"1172","109, 51","Shot","Sardar Azmoun","Saved"
"1173","108, 52","Shot","Alireza Jahanbakhsh","Saved"
"1174","98, 35","Shot","Ehsan Hajsafi","Blocked"
"1175","82, 42","Shot","Ehsan Hajsafi","Off T"
"1176","112, 30","Shot","Amine Harit","Wayward"
"1177","99, 34","Shot","Hakim Ziyech","Saved"
"1178","114, 41","Shot","Romain Saïss","Off T"
"1179","97, 50","Shot","Hakim Ziyech","Blocked"
"1180","82, 51","Shot","Manuel Marouan da Costa Trinidade","Wayward"
"1181","97, 32","Shot","Edinson Roberto Cavani Gómez","Saved"
"1182","108, 51","Shot","Mahmoud Ibrahim Hassan","Saved"
"1183","109, 55","Shot","Luis Alberto Suárez Díaz","Off T"
"1184","102, 23","Shot","Edinson Roberto Cavani Gómez","Blocked"
"1185","114, 48","Shot","José Martín Cáceres Silva","Wayward"
"1186","116, 35","Shot","Luis Alberto Suárez Díaz","Off T"
"1187","100, 51","Shot","Marwan Mohsen","Saved"
"1188","83, 53","Shot","Matías Vecino Falero","Off T"
"1189","88, 38","Shot","Luis Alberto Suárez Díaz","Blocked"
"1190","105, 48","Shot","Abdalla Mahmoud El Said Bekhit","Wayward"
"1191","88, 37","Shot","Tarek Hamed","Blocked"
"1192","114, 48","Shot","Luis Alberto Suárez Díaz","Saved"
"1193","92, 19","Shot","Mahmoud Ibrahim Hassan","Off T"
"1194","94, 50","Shot","Carlos Andrés Sánchez Arcosa","Blocked"
"1195","108, 49","Shot","Edinson Roberto Cavani Gómez","Blocked"
"1196","98, 62","Shot","Ahmed Fathy Abdel Meneim Ibrahim","Saved"
"1197","105, 52","Shot","Mohamed Naser Elsayed Elneny","Blocked"
"1198","99, 34","Shot","Edinson Roberto Cavani Gómez","Saved"
"1199","112, 44","Shot","José María Giménez de Vargas","Off T"
"1200","112, 36","Shot","José María Giménez de Vargas","Blocked"
"1201","98, 21","Shot","Edinson Roberto Cavani Gómez","Post"
"1202","110, 38","Shot","José Martín Cáceres Silva","Blocked"
"1203","113, 37","Shot","José María Giménez de Vargas","Goal"
"1204","104, 56","Shot","Mohamed Naser Elsayed Elneny","Blocked"
"1205","115, 50","Shot","Bernardo Mota Veiga de Carvalho e Silva","Off T"
"1206","97, 50","Shot","Cristiano Ronaldo dos Santos Aveiro","Saved"
"1207","114, 46","Shot","Edinson Roberto Cavani Gómez","Goal"
"1208","115, 34","Shot","José Miguel da Rocha Fonte","Off T"
"1209","95, 20","Shot","Cristiano Ronaldo dos Santos Aveiro","Blocked"
"1210","110, 57","Shot","Luis Alberto Suárez Díaz","Blocked"
"1211","97, 47","Shot","Gonçalo Manuel Ganchinho Guedes","Blocked"
"1212","92, 38","Shot","William Silva de Carvalho","Blocked"
"1213","91, 41","Shot","Luis Alberto Suárez Díaz","Saved"
"1214","101, 62","Shot","Luis Alberto Suárez Díaz","Off T"
"1215","95, 33","Shot","Cristiano Ronaldo dos Santos Aveiro","Blocked"
"1216","111, 37","Shot","Matías Vecino Falero","Wayward"
"1217","110, 46","Shot","Gonçalo Manuel Ganchinho Guedes","Wayward"
"1218","113, 25","Shot","Edinson Roberto Cavani Gómez","Off T"
"1219","96, 27","Shot","Raphaël Adelino José Guerreiro","Off T"
"1220","100, 44","Shot","Adrien Sebastian Perruchet Silva","Blocked"
"1221","112, 43","Shot","Kléper Laveran Lima Ferreira","Goal"
"1222","96, 26","Shot","Gonçalo Manuel Ganchinho Guedes","Blocked"
"1223","103, 26","Shot","Edinson Roberto Cavani Gómez","Goal"
"1224","103, 40","Shot","Bernardo Mota Veiga de Carvalho e Silva","Off T"
"1225","96, 24","Shot","Cristiano Ronaldo dos Santos Aveiro","Blocked"
"1226","100, 23","Shot","Raphaël Adelino José Guerreiro","Off T"
"1227","87, 30","Shot","Cristiano Ronaldo dos Santos Aveiro","Blocked"
"1228","93, 52","Shot","Manuel Henrique Tavares Fernandes","Saved"
"1229","90, 19","Shot","Manuel Henrique Tavares Fernandes","Off T"
"1230","91, 22","Shot","Cristiano Ronaldo dos Santos Aveiro","Off T"
"1231","110, 54","Shot","Ricardo Andrade Quaresma Bernardo","Saved"
"1232","109, 39","Shot","Rui Pedro dos Santos Patrício","Wayward"
"1233","95, 50","Shot","Antoine Griezmann","Post"
"1234","108, 40","Shot","Antoine Griezmann","Goal"
"1235","102, 33","Shot","Paul Pogba","Off T"
"1236","96, 27","Shot","Éver Maximiliano David Banega","Blocked"
"1237","90, 38","Shot","Ángel Fabián Di María Hernández","Goal"
"1238","104, 56","Shot","Lionel Andrés Messi Cuccittini","Blocked"
"1239","111, 42","Shot","Gabriel Iván Mercado","Goal"
"1240","116, 45","Shot","Antoine Griezmann","Off T"
"1241","100, 56","Shot","Benjamin Pavard","Goal"
"1242","108, 35","Shot","Blaise Matuidi","Blocked"
"1243","112, 30","Shot","Kylian Mbappé Lottin","Goal"
"1244","95, 24","Shot","Lionel Andrés Messi Cuccittini","Blocked"
"1245","96, 22","Shot","Lionel Andrés Messi Cuccittini","Blocked"
"1246","107, 51","Shot","Kylian Mbappé Lottin","Goal"
"1247","108, 27","Shot","Olivier Giroud","Off T"
"1248","114, 36","Shot","Nicolás Hernán Otamendi","Wayward"
"1249","107, 49","Shot","Lionel Andrés Messi Cuccittini","Saved"
"1250","106, 48","Shot","Sergio Leonel Agüero del Castillo","Blocked"
"1251","114, 55","Shot","Ángel Fabián Di María Hernández","Blocked"
"1252","112, 37","Shot","Sergio Leonel Agüero del Castillo","Goal"
"1253","113, 38","Shot","Ángel Fabián Di María Hernández","Wayward"
"1254","115, 34","Shot","Mathias Jattah-Njie Jørgensen","Goal"
"1255","112, 36","Shot","Mario Mandžukić","Goal"
"1256","101, 55","Shot","Ivan Perišić","Blocked"
"1257","103, 24","Shot","Ivan Perišić","Blocked"
"1258","96, 37","Shot","Christian Dannemann Eriksen","Blocked"
"1259","111, 50","Shot","Martin Braithwaite Christensen","Saved"
"1260","94, 32","Shot","Ivan Rakitić","Saved"
"1261","110, 32","Shot","Ivan Perišić","Wayward"
"1262","111, 34","Shot","Ivan Perišić","Off T"
"1263","97, 30","Shot","Ante Rebić","Blocked"
"1264","96, 57","Shot","Christian Dannemann Eriksen","Off T"
"1265","115, 39","Shot","Dejan Lovren","Off T"
"1266","104, 31","Shot","Ivan Rakitić","Saved"
"1267","98, 62","Shot","Ivan Perišić","Off T"
"1268","115, 52","Shot","Martin Braithwaite Christensen","Off T"
"1269","108, 21","Shot","Ivan Perišić","Blocked"
"1270","102, 26","Shot","Ante Rebić","Blocked"
