"","location","type.name","player.name","shot.outcome.name"
"1271","107, 50","Shot","Nicolai Jørgensen","Saved"
"1272","101, 30","Shot","Christian Dannemann Eriksen","Off T"
"1273","96, 51","Shot","Luka Modrić","Off T"
"1274","97, 58","Shot","Ante Rebić","Saved"
"1275","113, 31","Shot","Ivan Perišić","Off T"
"1276","98, 30","Shot","Josip Pivarić","Blocked"
"1277","97, 50","Shot","Lasse Schöne","Off T"
"1278","88, 40","Shot","Ivan Rakitić","Off T"
"1279","100, 50","Shot","Martin Braithwaite Christensen","Off T"
"1280","78, 47","Shot","Thomas Delaney","Blocked"
"1281","95, 45","Shot","Lasse Schöne","Blocked"
"1282","95, 47","Shot","Lasse Schöne","Off T"
"1283","98, 30","Shot","Mateo Kovačić","Blocked"
"1284","106, 20","Shot","Pione Sisto Ifolo Emirmija","Off T"
"1285","112, 27","Shot","Nicolai Jørgensen","Off T"
"1286","109, 41","Shot","Luka Modrić","Saved"
"1287","97, 33","Shot","Luka Modrić","Saved"
"1288","98, 28","Shot","Andrej Kramarić","Off T"
"1289","108, 40","Shot","Christian Dannemann Eriksen","Saved"
"1290","108, 40","Shot","Milan Badelj","Saved"
"1291","108, 40","Shot","Simon Thorup Kjær","Goal"
"1292","108, 40","Shot","Andrej Kramarić","Goal"
"1293","108, 40","Shot","Michael Krohn-Dehli","Goal"
"1294","108, 40","Shot","Luka Modrić","Goal"
"1295","108, 40","Shot","Lasse Schöne","Saved"
"1296","108, 40","Shot","Josip Pivarić","Saved"
"1297","108, 40","Shot","Nicolai Jørgensen","Saved"
"1298","108, 40","Shot","Ivan Rakitić","Goal"
"1299","91, 21","Shot","Yuri Zhirkov","Blocked"
"1300","96, 52","Shot","Roman Zobnin","Off T"
"1301","104, 31","Shot","Aleksandr Golovin","Off T"
"1302","110, 33","Shot","Artem Dzyuba","Blocked"
"1303","108, 40","Shot","Artem Dzyuba","Goal"
"1304","100, 27","Shot","Francisco Román Alarcón Suárez","Blocked"
"1305","117, 51","Shot","Diego da Silva Costa","Saved"
"1306","113, 47","Shot","Diego da Silva Costa","Saved"
"1307","111, 47","Shot","Marco Asensio Willemsen","Wayward"
"1308","110, 34","Shot","Jordi Alba Ramos","Saved"
"1309","109, 34","Shot","Diego da Silva Costa","Off T"
"1310","97, 33","Shot","Sergio Busquets i Burgos","Wayward"
"1311","111, 46","Shot","David Josué Jiménez Silva","Off T"
"1312","109, 41","Shot","Sergio Busquets i Burgos","Blocked"
"1313","99, 34","Shot","Andrés Iniesta Luján","Saved"
"1314","115, 26","Shot","Iago Aspas Juncal","Saved"
"1315","112, 35","Shot","Gerard Piqué Bernabéu","Off T"
"1316","112, 42","Shot","Sergio Ramos García","Off T"
"1317","104, 24","Shot","Fyodor Smolov","Blocked"
"1318","112, 39","Shot","Denis Cheryshev","Off T"
"1319","95, 26","Shot","Jordi Alba Ramos","Blocked"
"1320","84, 40","Shot","Jorge Resurrección Merodio","Off T"
"1321","97, 32","Shot","Marco Asensio Willemsen","Saved"
"1322","106, 27","Shot","Iago Aspas Juncal","Blocked"
"1323","108, 40","Shot","Gerard Piqué Bernabéu","Saved"
"1324","99, 33","Shot","Andrés Iniesta Luján","Blocked"
"1325","114, 54","Shot","Rodrigo Moreno Machado","Saved"
"1326","108, 42","Shot","Daniel Carvajal Ramos","Blocked"
"1327","101, 44","Shot","Rodrigo Moreno Machado","Off T"
"1328","108, 59","Shot","Gerard Piqué Bernabéu","Blocked"
"1329","113, 45","Shot","Aleksandr Erokhin","Blocked"
"1330","99, 35","Shot","Rodrigo Moreno Machado","Saved"
"1331","109, 41","Shot","Andrés Iniesta Luján","Goal"
"1332","109, 41","Shot","Fyodor Smolov","Goal"
"1333","109, 41","Shot","Gerard Piqué Bernabéu","Goal"
"1334","109, 41","Shot","Sergei Ignashevich","Goal"
"1335","109, 41","Shot","Jorge Resurrección Merodio","Saved"
"1336","109, 41","Shot","Aleksandr Golovin","Goal"
"1337","109, 41","Shot","Sergio Ramos García","Goal"
"1338","109, 41","Shot","Denis Cheryshev","Goal"
"1339","109, 41","Shot","Iago Aspas Juncal","Saved"
"1340","111, 52","Shot","Hirving Rodrigo Lozano Bahena","Blocked"
"1341","96, 43","Shot","Neymar da Silva Santos Junior","Saved"
"1342","107, 43","Shot","Carlos Joel Salcedo Hernández","Wayward"
"1343","111, 58","Shot","Hirving Rodrigo Lozano Bahena","Blocked"
"1344","105, 41","Shot","Héctor Miguel Herrera López","Blocked"
"1345","116, 30","Shot","Neymar da Silva Santos Junior","Saved"
"1346","112, 48","Shot","Gabriel Fernando de Jesus","Blocked"
"1347","102, 30","Shot","Philippe Coutinho Correia","Off T"
"1348","101, 26","Shot","Carlos Alberto Vela Garrido","Off T"
"1349","111, 30","Shot","Gabriel Fernando de Jesus","Saved"
"1350","115, 32","Shot","Philippe Coutinho Correia","Wayward"
"1351","100, 31","Shot","Philippe Coutinho Correia","Blocked"
"1352","93, 31","Shot","Philippe Coutinho Correia","Blocked"
"1353","90, 27","Shot","Neymar da Silva Santos Junior","Off T"
"1354","102, 48","Shot","Gabriel Fernando de Jesus","Blocked"
"1355","107, 31","Shot","Philippe Coutinho Correia","Saved"
"1356","95, 33","Shot","Jesús Daniel Gallardo Vasconcelos","Off T"
"1357","119, 43","Shot","Neymar da Silva Santos Junior","Goal"
"1358","92, 33","Shot","José Andrés Guardado Hernández","Blocked"
"1359","97, 54","Shot","Miguel Arturo Layún Prado","Blocked"
"1360","99, 54","Shot","Neymar da Silva Santos Junior","Off T"
"1361","107, 43","Shot","José Paulo Bezzera Maciel Júnior","Saved"
"1362","91, 41","Shot","Hirving Rodrigo Lozano Bahena","Blocked"
"1363","100, 56","Shot","Carlos Alberto Vela Garrido","Saved"
"1364","106, 54","Shot","Willian Borges da Silva","Saved"
"1365","104, 40","Shot","Neymar da Silva Santos Junior","Off T"
"1366","93, 41","Shot","José Andrés Guardado Hernández","Blocked"
"1367","97, 55","Shot","Willian Borges da Silva","Saved"
"1368","109, 29","Shot","Hugo Ayala Castro","Wayward"
"1369","112, 33","Shot","Neymar da Silva Santos Junior","Saved"
"1370","119, 43","Shot","Roberto Firmino Barbosa de Oliveira","Goal"
"1371","111, 59","Shot","Hirving Rodrigo Lozano Bahena","Off T"
"1372","105, 52","Shot","Raúl Alonso Jiménez Rodríguez","Blocked"
"1373","98, 47","Shot","Shinji Kagawa","Off T"
"1374","74, 41","Shot","Gen Shōji","Off T"
"1375","95, 33","Shot","Axel Witsel","Blocked"
"1376","111, 51","Shot","Vincent Kompany","Wayward"
"1377","105, 40","Shot","Romelu Lukaku Menama","Blocked"
"1378","111, 48","Shot","Vincent Kompany","Wayward"
"1379","112, 50","Shot","Vincent Kompany","Off T"
"1380","101, 50","Shot","Romelu Lukaku Menama","Blocked"
"1381","114, 41","Shot","Romelu Lukaku Menama","Wayward"
"1382","102, 46","Shot","Kevin De Bruyne","Blocked"
"1383","102, 26","Shot","Eden Hazard","Saved"
"1384","118, 45","Shot","Vincent Kompany","Wayward"
"1385","110, 45","Shot","Takashi Inui","Saved"
"1386","103, 33","Shot","Eden Hazard","Blocked"
"1387","93, 49","Shot","Axel Witsel","Off T"
"1388","109, 24","Shot","Yuto Nagatomo","Blocked"
"1389","109, 54","Shot","Genki Haraguchi","Goal"
"1390","105, 47","Shot","Eden Hazard","Post"
"1391","110, 41","Shot","Eden Hazard","Wayward"
"1392","94, 33","Shot","Takashi Inui","Goal"
"1393","102, 26","Shot","Yannick Ferreira Carrasco","Off T"
"1394","107, 49","Shot","Gaku Shibasaki","Blocked"
"1395","115, 46","Shot","Romelu Lukaku Menama","Off T"
"1396","110, 48","Shot","Genki Haraguchi","Off T"
"1397","100, 54","Shot","Thomas Meunier","Off T"
"1398","112, 46","Shot","Romelu Lukaku Menama","Blocked"
"1399","116, 23","Shot","Jan Vertonghen","Goal"
"1400","102, 45","Shot","Kevin De Bruyne","Blocked"
"1401","114, 42","Shot","Marouane Fellaini-Bakkioui","Goal"
"1402","109, 30","Shot","Takashi Inui","Blocked"
"1403","113, 23","Shot","Yuto Nagatomo","Wayward"
"1404","114, 47","Shot","Romelu Lukaku Menama","Off T"
"1405","114, 57","Shot","Vincent Kompany","Wayward"
"1406","113, 30","Shot","Keisuke Honda","Blocked"
"1407","113, 35","Shot","Nacer Chadli","Saved"
"1408","114, 44","Shot","Romelu Lukaku Menama","Saved"
"1409","80, 42","Shot","Thomas Meunier","Off T"
"1410","96, 24","Shot","Jan Vertonghen","Saved"
"1411","79, 39","Shot","Keisuke Honda","Saved"
"1412","111, 37","Shot","Nacer Chadli","Goal"
"1413","115, 18","Shot","Ashley Young","Saved"
"1414","112, 54","Shot","Raheem Shaquille Sterling","Blocked"
"1415","98, 37","Shot","Raheem Shaquille Sterling","Blocked"
"1416","119, 36","Shot","Harry Kane","Off T"
"1417","97, 56","Shot","Juan Guillermo Cuadrado Bello","Blocked"
"1418","90, 18","Shot","Johan Andrés Mojica Palacio","Off T"
"1419","101, 46","Shot","Raheem Shaquille Sterling","Blocked"
"1420","92, 49","Shot","Juan Fernando Quintero Paniagua","Off T"
"1421","99, 31","Shot","Kieran Trippier","Off T"
"1422","94, 59","Shot","Harry Kane","Off T"
"1423","97, 52","Shot","Juan Fernando Quintero Paniagua","Saved"
"1424","108, 50","Shot","Jesse Lingard","Off T"
"1425","108, 40","Shot","Harry Kane","Goal"
"1426","78, 41","Shot","Juan Fernando Quintero Paniagua","Blocked"
"1427","117, 32","Shot","Bamidele Alli","Off T"
"1428","108, 45","Shot","Harry Maguire","Off T"
"1429","108, 52","Shot","Juan Guillermo Cuadrado Bello","Off T"
"1430","115, 31","Shot","Harry Maguire","Off T"
"1431","110, 46","Shot","Davinson Sánchez Mina","Wayward"
"1432","114, 45","Shot","Radamel Falcao García Zárate","Off T"
"1433","94, 47","Shot","Radamel Falcao García Zárate","Saved"
"1434","82, 41","Shot","Andrés Mateus Uribe Villa","Saved"
"1435","114, 41","Shot","Yerry Fernando Mina González","Goal"
"1436","109, 42","Shot","Carlos Arturo Bacca Ahumada","Blocked"
"1437","109, 42","Shot","Davinson Sánchez Mina","Off T"
"1438","108, 39","Shot","Radamel Falcao García Zárate","Off T"
"1439","98, 45","Shot","Jesse Lingard","Blocked"
"1440","112, 56","Shot","Jamie Vardy","Blocked"
"1441","113, 25","Shot","Danny Rose","Off T"
"1442","112, 44","Shot","Eric Dier","Off T"
"1443","111, 45","Shot","Harry Maguire","Wayward"
"1444","109, 41","Shot","Radamel Falcao García Zárate","Goal"
"1445","109, 41","Shot","Harry Kane","Goal"
"1446","109, 41","Shot","Juan Guillermo Cuadrado Bello","Goal"
"1447","109, 41","Shot","Marcus Rashford","Goal"
"1448","109, 41","Shot","Luis Fernando Muriel Fruto","Goal"
"1449","109, 41","Shot","Jordan Brian Henderson","Saved"
"1450","109, 41","Shot","Andrés Mateus Uribe Villa","Post"
"1451","109, 41","Shot","Kieran Trippier","Goal"
"1452","109, 41","Shot","Carlos Arturo Bacca Ahumada","Saved"
"1453","109, 41","Shot","Eric Dier","Goal"
"1454","89, 60","Shot","Xherdan Shaqiri","Off T"
"1455","103, 22","Shot","Steven Zuber","Saved"
"1456","108, 56","Shot","Marcus Berg","Off T"
"1457","104, 41","Shot","Marcus Berg","Blocked"
"1458","101, 41","Shot","Albin Ekdal","Off T"
"1459","93, 50","Shot","Mikael Lustig","Wayward"
"1460","112, 51","Shot","Steven Zuber","Off T"
"1461","108, 49","Shot","Marcus Berg","Saved"
"1462","81, 48","Shot","Granit Xhaka","Off T"
"1463","98, 60","Shot","Xherdan Shaqiri","Blocked"
"1464","104, 31","Shot","Blerim Džemaili","Off T"
"1465","90, 51","Shot","Emil Forsberg","Blocked"
"1466","113, 33","Shot","Albin Ekdal","Off T"
"1467","109, 47","Shot","Ola Toivonen","Off T"
"1468","93, 26","Shot","Ricardo Iván Rodríguez Araya","Blocked"
"1469","104, 16","Shot","Emil Forsberg","Blocked"
"1470","101, 42","Shot","Emil Forsberg","Goal"
"1471","93, 49","Shot","Albin Ekdal","Off T"
"1472","93, 21","Shot","Ricardo Iván Rodríguez Araya","Saved"
"1473","104, 58","Shot","Xherdan Shaqiri","Blocked"
"1474","88, 33","Shot","Granit Xhaka","Blocked"
"1475","95, 52","Shot","Xherdan Shaqiri","Blocked"
"1476","112, 53","Shot","Michael Lang","Blocked"
"1477","113, 36","Shot","Breel-Donald Embolo","Blocked"
"1478","100, 31","Shot","Ricardo Iván Rodríguez Araya","Blocked"
"1479","101, 38","Shot","Josip Drmic","Blocked"
"1480","112, 30","Shot","Haris Seferović","Saved"
"1481","102, 38","Shot","Ola Toivonen","Saved"
"1482","112, 56","Shot","Cristhian Ricardo Stuani Curbelo","Wayward"
"1483","91, 22","Shot","Lucas Hernández Pi","Blocked"
"1484","112, 48","Shot","Raphaël Varane","Off T"
"1485","96, 45","Shot","N""Golo Kanté","Blocked"
"1486","109, 32","Shot","José María Giménez de Vargas","Saved"
"1487","115, 48","Shot","Kylian Mbappé Lottin","Off T"
"1488","84, 45","Shot","Paul Pogba","Off T"
"1489","108, 50","Shot","Matías Vecino Falero","Saved"
"1490","109, 44","Shot","Raphaël Varane","Goal"
"1491","89, 30","Shot","Nahitan Michel Nández Acosta","Saved"
"1492","108, 38","Shot","José Martín Cáceres Silva","Saved"
"1493","118, 34","Shot","Diego Roberto Godín Leal","Off T"
"1494","86, 51","Shot","Benjamin Pavard","Off T"
"1495","101, 54","Shot","Rodrigo Bentancur Colmán","Off T"
"1496","104, 62","Shot","José Martín Cáceres Silva","Off T"
"1497","97, 21","Shot","Antoine Griezmann","Goal"
"1498","96, 34","Shot","Cristian Gabriel Rodríguez Barrotti","Blocked"
"1499","99, 35","Shot","Cristian Gabriel Rodríguez Barrotti","Off T"
"1500","99, 32","Shot","Corentin Tolisso","Off T"
"1501","102, 52","Shot","Olivier Giroud","Off T"
"1502","90, 44","Shot","Antoine Griezmann","Off T"
"1503","91, 51","Shot","Kevin De Bruyne","Off T"
"1504","115, 39","Shot","Thiago Emiliano da Silva","Post"
"1505","106, 31","Shot","Eden Hazard","Blocked"
"1506","92, 29","Shot","Nacer Chadli","Off T"
"1507","109, 46","Shot","José Paulo Bezzera Maciel Júnior","Blocked"
"1508","111, 37","Shot","José Paulo Bezzera Maciel Júnior","Wayward"
"1509","98, 38","Shot","Marouane Fellaini-Bakkioui","Blocked"
"1510","115, 37","Shot","Gabriel Fernando de Jesus","Blocked"
"1511","96, 33","Shot","Philippe Coutinho Correia","Saved"
"1512","99, 18","Shot","Marcelo Vieira da Silva Júnior","Saved"
"1513","103, 42","Shot","Fernando Luiz Rosa","Blocked"
"1514","96, 20","Shot","Neymar da Silva Santos Junior","Blocked"
"1515","102, 54","Shot","Kevin De Bruyne","Goal"
"1516","110, 45","Shot","Gabriel Fernando de Jesus","Off T"
"1517","98, 21","Shot","Philippe Coutinho Correia","Saved"
"1518","99, 20","Shot","Kevin De Bruyne","Saved"
"1519","115, 32","Shot","Vincent Kompany","Saved"
"1520","97, 27","Shot","Philippe Coutinho Correia","Blocked"
"1521","117, 51","Shot","José Paulo Bezzera Maciel Júnior","Saved"
"1522","108, 27","Shot","Eden Hazard","Off T"
"1523","112, 58","Shot","Douglas Costa de Souza","Saved"
"1524","98, 36","Shot","Philippe Coutinho Correia","Blocked"
"1525","91, 58","Shot","Douglas Costa de Souza","Blocked"
"1526","96, 56","Shot","Douglas Costa de Souza","Saved"
"1527","110, 58","Shot","Douglas Costa de Souza","Saved"
"1528","109, 45","Shot","Neymar da Silva Santos Junior","Blocked"
"1529","111, 42","Shot","Renato Soares de Oliveira Augusto","Goal"
"1530","111, 30","Shot","Roberto Firmino Barbosa de Oliveira","Off T"
"1531","102, 42","Shot","Renato Soares de Oliveira Augusto","Off T"
"1532","107, 33","Shot","Philippe Coutinho Correia","Off T"
"1533","96, 37","Shot","Philippe Coutinho Correia","Blocked"
"1534","98, 39","Shot","Neymar da Silva Santos Junior","Saved"
"1535","115, 42","Shot","Roberto Firmino Barbosa de Oliveira","Off T"
"1536","86, 43","Shot","Viktor Claesson","Off T"
"1537","97, 46","Shot","Harry Kane","Off T"
"1538","110, 44","Shot","Harry Maguire","Goal"
"1539","94, 58","Shot","Jordan Brian Henderson","Off T"
"1540","111, 51","Shot","Raheem Shaquille Sterling","Blocked"
"1541","113, 48","Shot","Marcus Berg","Saved"
"1542","97, 13","Shot","Emil Forsberg","Off T"
"1543","115, 32","Shot","Raheem Shaquille Sterling","Blocked"
"1544","95, 23","Shot","Jesse Lingard","Blocked"
"1545","98, 48","Shot","Jesse Lingard","Blocked"
"1546","116, 32","Shot","Bamidele Alli","Goal"
"1547","106, 43","Shot","Viktor Claesson","Saved"
"1548","113, 36","Shot","Viktor Claesson","Blocked"
"1549","105, 47","Shot","Ola Toivonen","Off T"
"1550","111, 30","Shot","Harry Maguire","Off T"
"1551","102, 29","Shot","Bamidele Alli","Blocked"
"1552","107, 20","Shot","Bamidele Alli","Blocked"
"1553","110, 42","Shot","Marcus Berg","Saved"
"1554","98, 43","Shot","Jesse Lingard","Blocked"
"1555","100, 50","Shot","Ludwig Augustinsson","Off T"
"1556","109, 56","Shot","Denis Cheryshev","Blocked"
"1557","110, 52","Shot","Artem Dzyuba","Blocked"
"1558","113, 42","Shot","Ante Rebić","Off T"
"1559","109, 43","Shot","Mario Mandžukić","Wayward"
"1560","98, 23","Shot","Ivan Rakitić","Off T"
"1561","109, 50","Shot","Ivan Perišić","Off T"
"1562","94, 34","Shot","Denis Cheryshev","Goal"
"1563","94, 30","Shot","Ante Rebić","Blocked"
"1564","115, 37","Shot","Ivan Perišić","Wayward"
"1565","118, 27","Shot","Sergei Ignashevich","Off T"
"1566","115, 29","Shot","Denis Cheryshev","Off T"
"1567","113, 38","Shot","Andrej Kramarić","Goal"
"1568","88, 53","Shot","Luka Modrić","Off T"
"1569","105, 40","Shot","Andrej Kramarić","Saved"
"1570","97, 20","Shot","Ante Rebić","Off T"
"1571","112, 44","Shot","Ivan Perišić","Post"
"1572","110, 40","Shot","Artem Dzyuba","Saved"
"1573","90, 31","Shot","Andrej Kramarić","Blocked"
"1574","113, 44","Shot","Aleksandr Erokhin","Off T"
"1575","105, 39","Shot","Luka Modrić","Blocked"
"1576","114, 57","Shot","Šime Vrsaljko","Blocked"
"1577","111, 39","Shot","Mario Mandžukić","Off T"
"1578","117, 64","Shot","Fyodor Smolov","Saved"
"1579","110, 40","Shot","Domagoj Vida","Goal"
"1580","115, 37","Shot","Ilya Kutepov","Wayward"
"1581","114, 35","Shot","Aleksandr Erokhin","Off T"
"1582","101, 20","Shot","Dejan Lovren","Saved"
"1583","103, 52","Shot","Daler Kuzyaev","Saved"
"1584","114, 41","Shot","Mário Figueira Fernandes","Goal"
"1585","99, 20","Shot","Luka Modrić","Off T"
"1586","94, 32","Shot","Roman Zobnin","Saved"
"1587","109, 41","Shot","Fyodor Smolov","Saved"
"1588","109, 41","Shot","Marcelo Brozović","Goal"
"1589","109, 41","Shot","Alan Dzagoev","Goal"
"1590","109, 41","Shot","Mateo Kovačić","Saved"
"1591","109, 41","Shot","Mário Figueira Fernandes","Off T"
"1592","109, 41","Shot","Luka Modrić","Goal"
"1593","109, 41","Shot","Sergei Ignashevich","Goal"
"1594","109, 41","Shot","Domagoj Vida","Goal"
"1595","109, 41","Shot","Daler Kuzyaev","Goal"
"1596","109, 41","Shot","Ivan Rakitić","Goal"
"1597","109, 23","Shot","Eden Hazard","Off T"
"1598","92, 38","Shot","Blaise Matuidi","Saved"
"1599","107, 21","Shot","Eden Hazard","Blocked"
"1600","105, 41","Shot","Toby Alderweireld","Saved"
"1601","103, 48","Shot","Olivier Giroud","Off T"
"1602","108, 44","Shot","Olivier Giroud","Off T"
"1603","107, 32","Shot","Olivier Giroud","Wayward"
"1604","98, 30","Shot","Antoine Griezmann","Off T"
"1605","109, 36","Shot","Olivier Giroud","Off T"
"1606","91, 32","Shot","Antoine Griezmann","Off T"
"1607","96, 50","Shot","Antoine Griezmann","Blocked"
"1608","114, 53","Shot","Benjamin Pavard","Saved"
"1609","105, 30","Shot","Blaise Matuidi","Wayward"
"1610","96, 57","Shot","Antoine Griezmann","Blocked"
"1611","111, 40","Shot","Romelu Lukaku Menama","Off T"
"1612","107, 31","Shot","Olivier Giroud","Blocked"
"1613","118, 47","Shot","Samuel Yves Umtiti","Goal"
"1614","99, 30","Shot","Blaise Matuidi","Blocked"
"1615","112, 34","Shot","Olivier Giroud","Blocked"
"1616","93, 60","Shot","Toby Alderweireld","Off T"
"1617","107, 38","Shot","Kevin De Bruyne","Wayward"
"1618","108, 40","Shot","Marouane Fellaini-Bakkioui","Off T"
"1619","100, 32","Shot","Olivier Giroud","Off T"
"1620","95, 34","Shot","Kevin De Bruyne","Off T"
"1621","108, 42","Shot","Paul Pogba","Off T"
"1622","91, 27","Shot","Axel Witsel","Saved"
"1623","103, 46","Shot","Antoine Griezmann","Saved"
"1624","107, 31","Shot","Corentin Tolisso","Saved"
"1625","96, 43","Shot","Kieran Trippier","Goal"
"1626","111, 37","Shot","Harry Maguire","Off T"
"1627","94, 20","Shot","Ivan Perišić","Off T"
"1628","98, 41","Shot","Ante Rebić","Blocked"
"1629","87, 26","Shot","Ivan Perišić","Off T"
"1630","101, 50","Shot","Ante Rebić","Saved"
"1631","102, 41","Shot","Jesse Lingard","Off T"
"1632","104, 52","Shot","Raheem Shaquille Sterling","Blocked"
"1633","88, 51","Shot","Šime Vrsaljko","Off T"
"1634","96, 45","Shot","Jesse Lingard","Blocked"
"1635","97, 34","Shot","Ivan Rakitić","Off T"
"1636","103, 41","Shot","Ivan Perišić","Blocked"
"1637","118, 56","Shot","Harry Kane","Off T"
"1638","114, 40","Shot","Ivan Perišić","Goal"
"1639","112, 30","Shot","Ivan Perišić","Post"
"1640","111, 44","Shot","Ante Rebić","Saved"
"1641","98, 48","Shot","Marcelo Brozović","Off T"
"1642","115, 55","Shot","Jesse Lingard","Wayward"
"1643","95, 45","Shot","Jordan Brian Henderson","Off T"
"1644","113, 52","Shot","Mario Mandžukić","Saved"
"1645","113, 24","Shot","Ivan Perišić","Off T"
"1646","89, 57","Shot","Dejan Lovren","Off T"
"1647","113, 33","Shot","Harry Kane","Off T"
"1648","92, 51","Shot","Eric Dier","Blocked"
"1649","113, 49","Shot","John Stones","Blocked"
"1650","106, 58","Shot","Andrej Kramarić","Blocked"
"1651","101, 34","Shot","Andrej Kramarić","Blocked"
"1652","114, 39","Shot","Mario Mandžukić","Saved"
"1653","111, 27","Shot","Marcelo Brozović","Off T"
"1654","114, 33","Shot","Mario Mandžukić","Goal"
"1655","107, 32","Shot","Ivan Perišić","Blocked"
"1656","97, 22","Shot","Marcelo Brozović","Saved"
"1657","109, 52","Shot","Andrej Kramarić","Off T"
"1658","113, 41","Shot","Thomas Meunier","Goal"
"1659","100, 53","Shot","Raheem Shaquille Sterling","Blocked"
"1660","108, 29","Shot","Kevin De Bruyne","Saved"
"1661","91, 31","Shot","Fabian Delph","Saved"
"1662","108, 45","Shot","Ruben Loftus-Cheek","Saved"
"1663","108, 37","Shot","Harry Maguire","Saved"
"1664","104, 41","Shot","Harry Kane","Off T"
"1665","97, 29","Shot","Raheem Shaquille Sterling","Off T"
"1666","97, 40","Shot","Youri Tielemans","Blocked"
"1667","106, 51","Shot","Eden Hazard","Blocked"
"1668","96, 43","Shot","Youri Tielemans","Wayward"
"1669","110, 34","Shot","Toby Alderweireld","Off T"
"1670","104, 52","Shot","Kevin De Bruyne","Blocked"
"1671","104, 30","Shot","Romelu Lukaku Menama","Blocked"
"1672","109, 54","Shot","Jesse Lingard","Off T"
"1673","107, 58","Shot","Jesse Lingard","Blocked"
"1674","100, 48","Shot","Harry Kane","Wayward"
"1675","94, 50","Shot","Eric Dier","Saved"
"1676","112, 50","Shot","Eric Dier","Blocked"
"1677","110, 40","Shot","Harry Maguire","Off T"
"1678","109, 43","Shot","Eric Dier","Off T"
"1679","111, 33","Shot","Harry Maguire","Off T"
"1680","104, 30","Shot","Dries Mertens","Off T"
"1681","109, 55","Shot","Thomas Meunier","Saved"
"1682","99, 23","Shot","Marcus Rashford","Saved"
"1683","112, 35","Shot","Eden Hazard","Goal"
"1684","112, 49","Shot","Domagoj Vida","Off T"
"1685","108, 29","Shot","Ivan Rakitić","Off T"
"1686","105, 32","Shot","Ivan Perišić","Goal"
"1687","108, 40","Shot","Antoine Griezmann","Goal"
"1688","108, 41","Shot","Ante Rebić","Wayward"
"1689","117, 34","Shot","Ivan Perišić","Blocked"
"1690","113, 26","Shot","Dejan Lovren","Blocked"
"1691","115, 40","Shot","Domagoj Vida","Off T"
"1692","95, 45","Shot","Antoine Griezmann","Saved"
"1693","108, 26","Shot","Ante Rebić","Saved"
"1694","110, 33","Shot","Dejan Lovren","Wayward"
"1695","91, 48","Shot","Šime Vrsaljko","Off T"
"1696","115, 55","Shot","Kylian Mbappé Lottin","Saved"
"1697","99, 41","Shot","Paul Pogba","Blocked"
"1698","102, 39","Shot","Paul Pogba","Goal"
"1699","112, 29","Shot","Olivier Giroud","Wayward"
"1700","96, 29","Shot","Ante Rebić","Blocked"
"1701","94, 40","Shot","Kylian Mbappé Lottin","Goal"
"1702","114, 43","Shot","Mario Mandžukić","Goal"
"1703","78, 40","Shot","Šime Vrsaljko","Off T"
"1704","101, 30","Shot","Ivan Rakitić","Blocked"
"1705","98, 61","Shot","Nabil Fekir","Saved"
"1706","90, 24","Shot","Ivan Rakitić","Off T"
